"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11"
"43" 538 5690 23315 35536 0.648727137546468 0.687581089630931 0.705555672313961 0.772572070576317 32.1299892091388 24.5733502852241 16.946984787258
"44" 108 728 5694 35831 0.564337962962963 0.616853296703297 0.680907182999649 0.832703608607072 33.9653653846154 24.378886968739 15.8526903658843
"45" 9 29 139 348 0.585811111111111 0.611013793103448 0.64916618705036 0.788897126436782 34.5662827586207 25.355635971223 16.2209109195402
"46" 1465 8869 30327 34988 0.590801843003413 0.630725763896719 0.671672097470901 0.768614516405625 33.743634468373 25.261961156725 17.3619263518921
"47" 539 4421 14975 16749 0.607239703153989 0.648755666138883 0.690559579298831 0.773846569944474 33.1135254693508 24.983504293823 17.1203647978984
"48" 9618 31631 146874 327265 0.638729257641921 0.605102522841516 0.661223590288274 0.792651085817304 34.6557093452626 25.2283212787832 16.7195021746902
"49" 874 8289 57886 73855 0.633521395881007 0.655688261551454 0.744901711985627 0.799446703676122 32.633698600555 23.6728894879591 16.9250852914495
"50" 478 3882 18902 38142 0.546898535564854 0.588616331787738 0.632019982012485 0.76373600492895 34.9638165378671 25.9736614591049 16.8338526715956
"51" 483 2448 10946 20740 0.574601449275362 0.602802818627451 0.650972062854011 0.770092232401157 34.3670728349673 25.4971895121506 16.7407325940212
"52" 219 403 1651 4144 0.628765753424658 0.633899007444169 0.686161477892187 0.78593486969112 34.0378553349876 24.7108611750454 16.7174954150579
"53" 5097 36615 87283 96483 0.706609652736904 0.726247682643725 0.68529963910498 0.752537140221593 31.7234170558514 25.3187579013095 17.3779633002705
"54" 235 674 2915 6614 0.52618170212766 0.534995400593472 0.5889756432247 0.719174826126399 36.7854393175074 26.7656811663808 17.0655681735712
"55" 59 798 3765 5831 0.596816949152542 0.647095989974937 0.675663081009296 0.754627782541588 33.0992700501253 25.011954873838 17.2259535585663
"56" 1597 19112 102363 186210 0.635914965560426 0.693209512348263 0.738070248038842 0.835126677944256 32.0136736919213 23.8631165606713 16.0895365372429
"57" 183 735 6425 18198 0.647499453551913 0.604607346938775 0.694469587548638 0.805443026706231 33.917932244898 24.2238633774319 16.3787671227607
"58" 118 1976 14159 21491 0.664686440677966 0.726373582995951 0.753214796242673 0.793677688334652 30.9871751518219 23.5061336181934 16.8119321018101
"59" 26 157 1265 4326 0.551638461538462 0.590231210191083 0.676720711462451 0.795583564493759 34.2686356687898 24.6589258498024 15.8976923254739
"60" 148 517 5931 22762 0.641976351351351 0.598682978723404 0.667448912493677 0.780072541955891 34.0805934235977 24.5814535154274 16.5968494508391
"61" 270 866 3125 11609 0.50275 0.546407390300231 0.641312448 0.846337600137824 36.3946244803695 25.687538336 15.2889701955379
"62" 711 4164 19835 33975 0.585174542897328 0.589212560038425 0.642732104865137 0.745164712288447 34.8331238712776 25.6697232921603 17.2071692980132
"63" 75 1477 14523 41597 0.591658666666667 0.609159512525389 0.704383157749776 0.808447950573359 33.5964667569397 24.082394608552 16.4038517825805
"64" 3974 29235 83287 78724 0.627922823351787 0.647192341371644 0.656510621105335 0.743798728469082 33.4249635813238 25.7909072904535 17.6500604682181
"65" 573 6223 27580 57099 0.662830715532286 0.695231721034871 0.699191638868745 0.805484488344805 31.9651204724409 24.6387348078318 16.2954422862047
"66" 1658 13804 35051 29122 0.641653196622437 0.704634649376992 0.72000849904425 0.78242444543644 31.6962031512605 24.6781392485236 17.2192432113179
"67" 735 5378 18101 25459 0.636290204081633 0.65812616214206 0.696191696591348 0.795644047291724 32.959679769431 24.7104892657864 16.9247970737264
"68" 9918 81433 156476 151075 0.631665295422464 0.737781586089178 0.714933856949309 0.782042049975178 31.3573780813675 24.9116701705054 17.0683182439186
"69" 468 2757 13868 28038 0.586375641025641 0.588573231773667 0.647482578598212 0.778463624366931 34.8662338411317 25.5988789948082 16.6997837220914
"70" 735 1661 5645 8513 0.671433741496599 0.672712823600241 0.704763844109832 0.813950757664748 32.4570673690548 24.5094975199291 16.7226224597674
"71" 1718 10547 52254 79348 0.529673282887078 0.535011472456623 0.604095416618823 0.733596195241216 36.4571255522898 26.6359689918475 17.5440956936533
"72" 4844 25053 108034 168469 0.575108154417836 0.56349600846206 0.62094056037914 0.75594057185595 35.7666439627989 26.3077976525908 17.3362160854519
"73" 6274 35158 136632 231226 0.586892492827542 0.581330789578474 0.618190739358276 0.758810753548476 35.3113726776267 26.3756880423327 17.1709657932066
"74" 363 2521 18101 27499 0.621264738292011 0.685642284807616 0.750326484724601 0.790140459653078 32.096386790956 23.6232589856914 16.8394016836976
"75" 12536 50354 115574 178802 0.649224808551372 0.65882280454383 0.647528539290844 0.769175239091285 33.5912256166342 25.9357831190406 16.8784716250378
"76" 1517 8685 23724 33091 0.724965326301912 0.697757720207254 0.67073594250548 0.772416901876643 32.3388170063328 25.3353466447479 17.1002893898643
"77" 103 1073 5922 16894 0.632187378640777 0.651080428704567 0.679208628841608 0.787130732804546 33.0914754892824 24.8073518743668 16.1971858352078
"78" 9642 65740 239013 371008 0.562742231902095 0.597504411317311 0.630861980729082 0.742118600677074 34.8502781381199 26.1519489810178 17.224206399862
"79" 2095 10980 25793 35675 0.686295274463007 0.71563956284153 0.696620862249448 0.765177404344779 31.9486375227687 25.065638029698 16.8246169642607
"80" 352 2453 15384 58942 0.656692045454545 0.650295148797391 0.647869669786792 0.795829583319195 32.9989004484305 25.1906309737389 16.2094081520817
"81" 18 148 1114 3685 0.589511111111111 0.547665540540541 0.616034919210054 0.763288113975577 36.0589168918919 26.0465244165171 16.5693194301221
"82" 691 4933 23084 45067 0.529598986975398 0.567267747820799 0.643875346560388 0.75934012470322 35.4379888100547 25.7531506844568 16.9806891383939
"83" 112 1192 8065 32843 0.576926785714286 0.566756711409396 0.614168344699318 0.756302274457266 35.4536365771812 26.0065199380037 16.3851936759736
"84" 229 3576 20616 41270 0.624326200873362 0.634903467561521 0.650854680830423 0.7373298279622 33.2772704697987 25.4394123156771 17.1626607705355
"85" 1086 11448 46882 65321 0.605247513812155 0.642578616352201 0.680415003626125 0.756491520338023 33.3449726939203 25.2035357578602 17.108844907457
"86" 24 307 2815 6097 0.503683333333333 0.6046 0.709157655417407 0.78939196326062 33.9896570032573 24.1934712611012 16.7250849762178
"87" 1027 10173 47070 73059 0.598905842259007 0.643871601297552 0.679113048650945 0.760898828344215 33.3581774107933 25.1080779137455 17.1013040337262
"88" 2787 16259 24205 10076 0.669878399712953 0.721087016421674 0.734701260070233 0.783596595871378 31.6235049941571 24.7580683825656 17.459471278285
"89" 1487 9056 30640 49796 0.593763887020847 0.600397747349823 0.629296785248042 0.748456070768736 34.7007702738516 26.2284096279373 17.014202626717
"90" 332 1913 10140 28095 0.558281024096386 0.570093831677993 0.62033691321499 0.751811461114077 35.4833252483011 26.1896330966469 16.6213643424097
"91" 120 1234 8969 17038 0.650213333333333 0.631011507293355 0.690189251867544 0.779970859255781 33.1834369529984 24.4619073363809 17.1181939370818
"92" 491 3906 18771 23902 0.561902036659878 0.596842165898617 0.670159453412178 0.750490553091791 34.5253682539683 25.2497080176869 17.3784821563049
"93" 103 787 8564 25499 0.557561165048544 0.596193900889454 0.69596877627277 0.789937926977529 34.4591362134689 24.2769402382064 16.5136588689753
"94" 544 4919 27581 52261 0.541053125 0.58708371620248 0.664406711141728 0.767273513710032 34.6578309412482 25.2188987672673 16.9096419605442
"95" 163 353 2635 4446 0.668045398773006 0.626161473087819 0.675462466793169 0.755346131354026 33.2789203966006 24.8007190891841 17.3151105713
"96" 4073 14885 33552 46523 0.627265971028726 0.615875263688277 0.630040024439676 0.739723773187456 34.6256864292912 26.3602690718884 17.1560803194119
"97" 125 539 3154 6253 0.5556648 0.637971985157699 0.712413506658212 0.800662577962578 33.3630628942486 24.023837159163 16.9239200223893
"98" 1117 7301 55057 165544 0.638788898836168 0.624012244897959 0.70012192455092 0.833588659208428 33.6121621284756 24.1820496885046 16.3600409643358
"99" 1 1 17 43 0.5796 0.5303 0.658005882352941 0.8474 34.8507 25.3982235294118 14.4783837209302
"100" 871 12620 93108 239850 0.596573019517796 0.658199651347068 0.712771219444086 0.789686021680217 32.5244195166403 24.1408167976973 16.2832989714405
"101" 119 1244 10221 13954 0.586629411764706 0.647982475884244 0.737464142451815 0.799632750465816 32.8216663987138 23.715575794932 17.0871833882758
"102" 31 277 1633 3105 0.568196774193548 0.591272924187726 0.669260992039192 0.785432334943639 34.1840364620939 24.9971645437844 16.7771526570048
"103" 1055 3908 15692 25355 0.587974123222749 0.595578915046059 0.592098553403008 0.720689445868665 35.2363500767656 26.9819989739995 17.6644059790968
"104" 13 23 192 608 0.473546153846154 0.584852173913043 0.658631770833333 0.803638157894737 34.6545217391304 25.0001927083333 16.3919404605263
"105" 174 777 6549 7968 0.659813793103448 0.647047361647362 0.719179080775691 0.789836621485944 32.6211248391248 24.0227136204001 17.3182879267068
"106" 18 312 2312 5794 0.586344444444444 0.624373717948718 0.651782482698962 0.757833482913359 33.6208939102564 25.2374789792388 16.8476522609596
"107" 504 2487 14202 21830 0.655790277777778 0.670149698431846 0.722100683002394 0.796250902427852 32.4223410936872 24.140697176454 16.8940396976638
"108" 12 111 1196 3051 0.567425 0.644009009009009 0.716299247491639 0.778324713208784 33.0471378378378 24.0654769230769 16.6536513929859
"109" 275 2933 16759 28231 0.557683272727273 0.617534026593931 0.682114189390775 0.781445414615139 33.8369060347767 24.8875294945999 16.9113834508165
"110" 464 1778 8797 12150 0.619768103448276 0.651071709786277 0.689205217687848 0.764881497942387 32.9299825084364 24.8511823121519 17.2196845843621
"111" 590 4856 18324 25598 0.630738983050847 0.673798496705107 0.694887120716001 0.780405668411595 32.5597802512356 24.7547783453394 16.9305880146886
"112" 634 1846 5190 8411 0.697777444794953 0.68805 0.684117456647399 0.778388027582927 32.4146985373781 24.9940921194605 16.8918440851266
"113" 507 2412 9138 11358 0.543818145956607 0.597465422885572 0.670411523309258 0.765944250748371 34.6114116915423 25.1094111840665 17.3327131185068
"114" 833 5198 15064 17149 0.668376350540216 0.703483628318584 0.72044446362188 0.785588704880751 31.949932762601 24.3358415693043 17.0347810834451
"115" 107 1066 7741 15275 0.606701869158878 0.632681801125704 0.705101433923266 0.805822559738134 33.2678953095685 24.1672969771347 16.8341419770867
"116" 4971 23584 91990 156679 0.623247374773687 0.598063233548168 0.634634227633438 0.761894227688459 34.7435087262551 26.0484631253397 17.2234535949298
"117" 129 965 5608 15495 0.590593798449612 0.629902694300518 0.679131490727532 0.805647266860278 33.7033192746114 24.5984888373752 16.5944162245886
"118" 961 6123 18159 18053 0.690054734651405 0.726149501878164 0.717687009196542 0.779988843959453 31.2290252163972 24.5473919819373 17.240402841633
"119" 373 2247 8740 11030 0.720676675603217 0.706029995549622 0.719658695652174 0.790130543970988 31.7932919893191 24.2403393020595 17.1691839981868
"120" 827 3293 13959 40079 0.623514026602177 0.612308867294261 0.643513733075435 0.806472419471544 34.4076188885515 25.5174152231535 15.9931308914893
"121" 175 1567 9660 15774 0.569658857142857 0.620873388640715 0.725002308488613 0.807909471281856 33.6656358647096 23.9700155072464 16.7344163560289
"122" 10 27 80 250 0.56341 0.658207407407407 0.691545 0.8115568 33.3869925925926 24.2359225 15.803666
"123" 170 490 3586 8690 0.63824 0.633350408163265 0.683039347462354 0.77344082853855 33.2320273469388 24.5817148912437 16.9247978020713
"124" 216 2099 12989 20240 0.590144444444444 0.659689185326346 0.703325490799908 0.775199051383399 32.7642993806575 24.4473465085842 16.9402658201581
"125" 1704 7529 18671 20107 0.641854753521127 0.660904223668482 0.664711440201382 0.758907206445516 33.2428503386904 25.6299570724653 17.3904209479286
"126" 1611 6990 14543 26044 0.775348727498448 0.758088583690987 0.729887877329299 0.803236058209184 30.9397910443491 24.2152653922849 16.3498368069421
"127" 854 7473 35846 84325 0.63614906323185 0.663497457513716 0.686903869329911 0.810185209605692 32.8839794861501 24.8375231127601 16.2079054894752
"128" 35 121 887 3152 0.578217142857143 0.580984297520661 0.606507440811725 0.790004600253807 34.8239404958678 26.2544337091319 16.3471048540609
"129" 115 863 5051 14938 0.615712173913043 0.688447161066049 0.71087450009899 0.811576027580667 31.9757411355736 24.2651031478915 15.8505943232026
"130" 6 89 608 1277 0.486233333333333 0.616247191011236 0.645036513157895 0.787558026624902 33.463504494382 25.2645480263158 17.1353674236492
"131" 1018 8349 28965 22866 0.590455402750491 0.696354856869086 0.751332884515795 0.804324547362897 31.9278220146125 24.0420200379769 17.0096122583749
"132" 598 4883 28610 52355 0.560389799331104 0.585159614990784 0.675598912967494 0.786433261388597 34.506732213803 24.8530875323314 16.8405781243434
"133" 3276 17663 47030 56948 0.642051587301587 0.629074896676669 0.647642411226876 0.749555773688277 34.1289958330974 25.9500917031682 17.306108432254
"134" 607 5559 28402 99719 0.60771647446458 0.620908670624213 0.633485856629815 0.78828867417443 33.9241740241051 25.7127274029998 16.1580295470271
"135" 632 5414 29780 37888 0.562964873417722 0.600032582194311 0.664649224311619 0.742403782200169 34.3365481529368 25.2310353559436 17.5057822371199
"136" 60 607 9436 24658 0.589906666666667 0.597331136738056 0.72845971810089 0.787162815313489 34.1287369028007 23.6279246396778 16.6899381580015
"137" 76 1193 8299 22082 0.645881578947368 0.738687594300084 0.720982142426798 0.772070161217281 30.4656572506287 24.0253839980721 16.5680246082782
"138" 730 6728 20502 18516 0.675261369863014 0.686274539239001 0.692311354989757 0.757856399870382 32.2360993460166 25.014940064384 17.408223698423
"139" 274 170 591 1982 0.635106569343066 0.674667647058824 0.694968866328257 0.822455751765893 32.6766282352941 24.7485030456853 15.9975848133199
"140" 1113 8907 30193 64721 0.69319991015274 0.70557640058381 0.692193736958898 0.801938047928802 31.8923541933311 24.7581206041135 16.481289496454
"141" 329 1902 7372 15517 0.595778419452888 0.616919242902208 0.650099850786761 0.75003137848811 34.1821667718191 25.5633364894194 16.8311368112393
"142" 245 1340 9023 14704 0.537988979591837 0.604230820895522 0.713494236950017 0.790852584330794 34.113982238806 24.1951823229525 16.9409058079434
"143" 50 724 4425 7558 0.610582 0.645501657458564 0.672075683615819 0.770385035723736 32.8758662983425 24.9676802033898 16.9348424847843
"144" 317 2979 16060 40376 0.556033753943218 0.636243974488083 0.67118104607721 0.761979383792352 33.4988363209131 25.0938649564134 16.6116040271448
